run,variant,parent_forcing,history_stride,relative_tolerance,maximum_step_s,end_time_s,kinetics_validated,total_mass_kg,initial_bond_store_j,mass_mean_initial_ionized_nuclei_fraction,resolved_mass_fraction,resolved_initial_store_fraction,resolved_net_return_j,resolved_return_over_total_start_store,including_unresolved_return_lower_j,including_unresolved_return_upper_j,parent_equilibrium_net_return_j,resolved_work_j,resolved_parent_forcing_j,max_energy_error_j_kg,max_energy_relative_error,accepted_steps,rejected_steps
parcel_n80_sampling,without_direct_and_steam_h2,False,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1370172833.8710363,0.24346853947657454,1370172833.8710363,1370172833.8710363,1369796105.5254436,-4186367780.9889317,0.0,3.223777413368225,2.7840990422382207e-09,1492793,903
parcel_n80_sampling,without_direct_and_steam_h2,False,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1733381720.6103036,0.3080077968558704,1733381720.6103036,1733381720.6103036,1735268865.028622,-6145351571.552333,0.0,3.223777413368225,2.7840990422382207e-09,1492793,903
parcel_n80_sampling,association_1e3_slower,True,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1349054978.40769,0.23971606876672083,1349054978.40769,1349054978.40769,1369796105.5254436,-4214490396.7711344,156058292.04215652,3.5218050479888916,3.6687297826713466e-09,1492619,1342
parcel_n80_sampling,association_1e3_slower,True,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1711599299.0753927,0.3041372381743172,1711599299.0753927,1711599299.0753927,1735268865.028622,-6217286168.09172,174475912.0312051,3.5218050479888916,3.6687297826713466e-09,1492619,1342
parcel_n80_sampling,association_1e3_slower,False,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1367857867.6816692,0.243057188862163,1367857867.6816692,1367857867.6816692,1369796105.5254436,-4185608473.5979424,0.0,3.223699688911438,2.7840319183155817e-09,1492242,1346
parcel_n80_sampling,association_1e3_slower,False,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1729121721.506746,0.3072508297534178,1729121721.506746,1729121721.506746,1735268865.028622,-6144277333.067272,0.0,3.223699688911438,2.7840319183155817e-09,1492242,1346
parcel_n80_sampling,association_1e6_slower,True,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,568358788.5176988,0.10099272202626651,568358788.5176988,568358788.5176988,1369796105.5254436,-4039193194.1517057,156058292.04215592,3.521787568926811,3.942841774048798e-09,1490340,1431
parcel_n80_sampling,association_1e6_slower,True,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,685414406.4964359,0.12179255080866479,685414406.4964359,685414406.4964359,1735268865.028622,-5930391140.116244,174475912.0312045,3.521787568926811,3.942841774048798e-09,1490340,1431
parcel_n80_sampling,association_1e6_slower,False,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,574838671.3824725,0.10214414437099988,574838671.3824725,574838671.3824725,1369796105.5254436,-4006335970.338782,0.0,3.2236980199813843,2.7840304770043596e-09,1490324,1429
parcel_n80_sampling,association_1e6_slower,False,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,692542838.1717876,0.12305921498843336,692542838.1717876,692542838.1717876,1735268865.028622,-5852352771.294999,0.0,3.2236980199813843,2.7840304770043596e-09,1490324,1429
parcel_n80_sampling,frozen,True,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,9.423655536747995e-10,1.6745067434889166e-19,9.423655536747995e-10,9.423655536747995e-10,1369796105.5254436,-3890593612.8845997,156058292.04215604,3.521804064512253,8.969194232656994e-09,1501175,943
parcel_n80_sampling,frozen,True,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1.094248646574767e-09,1.9443906142343829e-19,1.094248646574767e-09,1.094248646574767e-09,1735268865.028622,-5683020778.385917,174475912.0312045,3.521804064512253,8.969194232656994e-09,1501175,943
parcel_n80_sampling,frozen,False,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,-2.7960296647494055e-10,-4.968316711450633e-20,-2.7960296647494055e-10,-2.7960296647494055e-10,1369796105.5254436,-3856381787.8037186,0.0,3.2236997485160828,4.371318193173936e-09,1501273,937
parcel_n80_sampling,frozen,False,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,-1.1356713082747588e-09,-2.0179953062558748e-19,-1.1356713082747588e-09,-1.1356713082747588e-09,1735268865.028622,-5602537326.7113085,0.0,3.2236997485160828,4.371318193173936e-09,1501273,937
parcel_n80_fine,baseline,True,1,1e-06,6.25e-08,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1361413024.9651659,0.24191199286604168,1361413024.9651659,1361413024.9651659,1369796105.5254436,-4234263251.0010805,156058292.04216713,0.22962801826284363,1.3766322119023886e-09,1584341,3241
parcel_n80_fine,baseline,True,1,1e-06,6.25e-08,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1725437762.3317218,0.3065962202489361,1725437762.3317218,1725437762.3317218,1735268865.028622,-6235434642.399088,174475912.03121546,0.22962801826284363,1.3766322119023886e-09,1584341,3241
parcel_n80_fine,baseline,False,1,1e-06,6.25e-08,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1380172959.9188862,0.24524548032904572,1380172959.9188862,1380172959.9188862,1369796105.5254436,-4205008422.1326437,0.0,0.2306732013821602,1.382898140425714e-09,1582150,3011
parcel_n80_fine,baseline,False,1,1e-06,6.25e-08,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1742908772.0684233,0.3097006762114429,1742908772.0684233,1742908772.0684233,1735268865.028622,-6162133017.850065,0.0,0.2306732013821602,1.382898140425714e-09,1582150,3011
parcel_n80_fine,association_1e3_slower,True,1,1e-06,6.25e-08,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1359098319.817303,0.24150068863657675,1359098319.817303,1359098319.817303,1369796105.5254436,-4233460038.187523,156058292.0421558,0.7203994989395142,1.1384514591318547e-08,1634234,29021
parcel_n80_fine,association_1e3_slower,True,1,1e-06,6.25e-08,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1721152416.8004277,0.30583474929296267,1721152416.8004277,1721152416.8004277,1735268865.028622,-6234333572.333824,174475912.03120443,0.7203994989395142,1.1384514591318547e-08,1634234,29021
parcel_n80_fine,association_1e3_slower,False,1,1e-06,6.25e-08,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1377892792.0116782,0.24484031308561055,1377892792.0116782,1377892792.0116782,1369796105.5254436,-4204274158.206988,0.0,0.8206530064344406,4.506042682808406e-09,1629889,28960
parcel_n80_fine,association_1e3_slower,False,1,1e-06,6.25e-08,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1738664704.1337607,0.30894653994779187,1738664704.1337607,1738664704.1337607,1735268865.028622,-6161088569.663119,0.0,0.8206530064344406,4.506042682808406e-09,1629889,28960
parcel_n80_fine,association_1e6_slower,True,1,1e-06,6.25e-08,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,573599712.502936,0.10192399148122168,573599712.502936,573599712.502936,1369796105.5254436,-4056407309.0905685,156058292.04215515,0.2461019977927208,1.3512971958715542e-09,1593866,2270
parcel_n80_fine,association_1e6_slower,True,1,1e-06,6.25e-08,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,690946957.6318355,0.12277564003012426,690946957.6318355,690946957.6318355,1735268865.028622,-5945350962.081453,174475912.03120354,0.2461019977927208,1.3512971958715542e-09,1593866,2270
parcel_n80_fine,association_1e6_slower,False,1,1e-06,6.25e-08,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,580069899.8803807,0.10307369101691874,580069899.8803807,580069899.8803807,1369796105.5254436,-4023199521.144605,0.0,0.5208406373858452,2.8598325048471543e-09,1592886,2270
parcel_n80_fine,association_1e6_slower,False,1,1e-06,6.25e-08,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,698062454.2717241,0.12404000575957005,698062454.2717241,698062454.2717241,1735268865.028622,-5867041689.323931,0.0,0.5208406373858452,2.8598325048471543e-09,1592886,2270
